gbifID;Especie_POWO032025;Latitude;Longitude;continent;countryC
1930753508;Acianthera testifolia;;;NORTH_AMERICA;DO
1930755132;Acianthera angustifolia;21.87060;-79.61894;NORTH_AMERICA;CU
1930806395;Acianthera angustifolia;;;NORTH_AMERICA;PR
1930842071;Acianthera angustifolia;18.30830;-70.92000;NORTH_AMERICA;DO
1930878147;Acianthera angustifolia;;;NORTH_AMERICA;DO
1930899088;Acianthera appendiculata;;;NORTH_AMERICA;DO
1930905038;Acianthera alainii;18.70010;-70.60000;NORTH_AMERICA;DO
1930960938;Acianthera erosa;;;NORTH_AMERICA;DO
1930968822;Acianthera denticulata;;;NORTH_AMERICA;CU
1930990656;Acianthera trichophora;;;NORTH_AMERICA;CU
1931024894;Acianthera angustifolia;;;NORTH_AMERICA;DO
1931036895;Acianthera angustifolia;;;NORTH_AMERICA;DO
1931059601;Acianthera appendiculata;;;NORTH_AMERICA;DO
1931063468;Acianthera angustifolia;;;NORTH_AMERICA;HT
1931075416;Acianthera angustifolia;18.29608;-65.78101;NORTH_AMERICA;PR
1931091624;Acianthera angustifolia;;;NORTH_AMERICA;CU
1931192538;Acianthera alainii;;;NORTH_AMERICA;DO
1931194121;Acianthera trichophora;20.01641;-76.06472;NORTH_AMERICA;CU
1931216833;Acianthera capillaris;;;NORTH_AMERICA;DM
1931266959;Acianthera simpliciflora;;;NORTH_AMERICA;DO
1931301886;Acianthera cordatifolia;19.58000;-70.75000;NORTH_AMERICA;DO
1931303547;Acianthera angustifolia;19.59775;-72.47070;NORTH_AMERICA;HT
1931333423;Acianthera testifolia;;;NORTH_AMERICA;JM
1931352073;Acianthera erosa;;;NORTH_AMERICA;DO
1936532300;Acianthera murex;;;NORTH_AMERICA;CU
1998307119;Acianthera pubescens;;;NORTH_AMERICA;MX
1998308193;Acianthera erinacea;;;NORTH_AMERICA;HN
1998313876;Acianthera wilsonii;;;NORTH_AMERICA;HT
1998314040;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998317457;Acianthera trichophora;;;NORTH_AMERICA;CU
1998317477;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998322232;Acianthera trichophora;;;NORTH_AMERICA;CU
1998325737;Acianthera pubescens;;;NORTH_AMERICA;HN
1998327164;Acianthera erosa;;;NORTH_AMERICA;DO
1998333156;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998335309;Acianthera ellipsophylla;;;NORTH_AMERICA;PA
1998338891;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998345729;Acianthera crassilabia;;;NORTH_AMERICA;CR
1998360695;Acianthera laxa;;;NORTH_AMERICA;JM
1998368614;Acianthera sicaria;;;NORTH_AMERICA;PA
1998368934;Acianthera erinacea;;;NORTH_AMERICA;HN
1998382629;Acianthera prostrata;;;NORTH_AMERICA;CU
1998384601;Acianthera decipiens;;;NORTH_AMERICA;CR
1998396341;Acianthera erosa;;;NORTH_AMERICA;DO
1998396857;Acianthera sicaria;;;NORTH_AMERICA;PA
1998401324;Acianthera lepidota;;;NORTH_AMERICA;PA
1998414395;Acianthera compressicaulis;;;NORTH_AMERICA;HT
1998414691;Acianthera odontotepala;;;NORTH_AMERICA;CU
1998424994;Acianthera pubescens;;;NORTH_AMERICA;DO
1998436425;Acianthera wilsonii;;;NORTH_AMERICA;DM
1998438323;Acianthera pubescens;;;NORTH_AMERICA;MX
1998440464;Acianthera pubescens;;;NORTH_AMERICA;DO
1998442694;Acianthera pantasmi;;;NORTH_AMERICA;CR
1998445269;Acianthera erinacea;;;NORTH_AMERICA;PA
1998449291;Acianthera pubescens;;;NORTH_AMERICA;DO
1998464973;Acianthera cogniauxiana;;;NORTH_AMERICA;CR
1998467148;Acianthera trichophora;;;NORTH_AMERICA;CU
1998467664;Acianthera hondurensis;;;NORTH_AMERICA;HN
1998468422;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998473886;Acianthera decipiens;;;NORTH_AMERICA;PA
1998477224;Acianthera rubroviridis;;;NORTH_AMERICA;CU
1998482242;Acianthera cordatifolia;;;NORTH_AMERICA;DO
1998483788;Acianthera lepidota;;;NORTH_AMERICA;PA
1998486623;Acianthera denticulata;;;NORTH_AMERICA;HT
1998488931;Acianthera pubescens;;;NORTH_AMERICA;HN
1998490565;Acianthera yauaperyensis;;;NORTH_AMERICA;TT
1998491134;Acianthera costaricensis;;;NORTH_AMERICA;CR
1998502861;Acianthera crassilabia;;;NORTH_AMERICA;CR
1998513475;Acianthera cordatifolia;;;NORTH_AMERICA;DO
1998514994;Acianthera angustifolia;;;NORTH_AMERICA;
1998523955;Acianthera pubescens;;;NORTH_AMERICA;HN
1998541522;Acianthera pubescens;;;NORTH_AMERICA;HN
1998547839;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998548468;Acianthera sigmoidea;;;NORTH_AMERICA;CR
1998557282;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998560113;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998565873;Acianthera erinacea;;;NORTH_AMERICA;HN
1998567526;Acianthera johnsonii;;;NORTH_AMERICA;HN
1998574234;Acianthera appendiculata;;;NORTH_AMERICA;DO
1998574620;Acianthera ciliata;;;NORTH_AMERICA;CR
1998577053;Acianthera pantasmi;;;NORTH_AMERICA;NI
1998577908;Acianthera denticulata;;;NORTH_AMERICA;HT
1998578623;Acianthera pubescens;;;NORTH_AMERICA;DO
1998580087;Acianthera denticulata;;;NORTH_AMERICA;HT
1998584688;Acianthera pubescens;;;NORTH_AMERICA;PR
1998597273;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998600831;Acianthera verecunda;;;NORTH_AMERICA;PA
1998602644;Acianthera murex;;;NORTH_AMERICA;CU
1998602706;Acianthera erosa;;;NORTH_AMERICA;DO
1998610153;Acianthera sigmoidea;;;NORTH_AMERICA;CR
1998611129;Acianthera verecunda;;;NORTH_AMERICA;PA
1998623491;Acianthera sicaria;;;NORTH_AMERICA;PA
1998630921;Acianthera erinacea;;;NORTH_AMERICA;GT
1998646805;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998647127;Acianthera ciliata;;;NORTH_AMERICA;TT
1998657574;Acianthera crassilabia;;;NORTH_AMERICA;CR
1998666084;Acianthera murex;;;NORTH_AMERICA;CU
1998672812;Acianthera hondurensis;;;NORTH_AMERICA;HN
1998689859;Acianthera laxa;;;NORTH_AMERICA;JM
1998701874;Acianthera pubescens;;;NORTH_AMERICA;HN
1998710014;Acianthera appendiculata;;;NORTH_AMERICA;DO
1998712499;Acianthera appendiculata;;;NORTH_AMERICA;DO
1998717406;Acianthera appendiculata;;;NORTH_AMERICA;
1998723660;Acianthera rubroviridis;;;NORTH_AMERICA;CU
1998729481;Acianthera alpestris;;;NORTH_AMERICA;JM
1998736677;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998738127;Acianthera sicaria;;;NORTH_AMERICA;PA
1998742901;Acianthera pubescens;;;NORTH_AMERICA;DO
1998743121;Acianthera hintonii;;;NORTH_AMERICA;MX
1998750843;Acianthera saundersiana;;;NORTH_AMERICA;CR
1998761033;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998762462;Acianthera erinacea;;;NORTH_AMERICA;PA
1998765875;Acianthera violacea;;;NORTH_AMERICA;GT
1998767768;Acianthera hondurensis;;;NORTH_AMERICA;HN
1998783821;Acianthera odontotepala;;;NORTH_AMERICA;CU
1998785139;Acianthera cordatifolia;;;NORTH_AMERICA;DO
1998787354;Acianthera yauaperyensis;;;NORTH_AMERICA;TT
1998789474;Acianthera cordatifolia;;;NORTH_AMERICA;DO
1998800155;Acianthera pubescens;;;NORTH_AMERICA;MX
1998800517;Acianthera pubescens;;;NORTH_AMERICA;PR
1998801893;Acianthera sicaria;;;NORTH_AMERICA;PA
1998802555;Acianthera cogniauxiana;;;NORTH_AMERICA;CR
1998803424;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998812675;Acianthera alpestris;;;NORTH_AMERICA;JM
1998813418;Acianthera erosa;;;NORTH_AMERICA;DO
1998814476;Acianthera sicaria;;;NORTH_AMERICA;PA
1998814898;Acianthera pubescens;;;NORTH_AMERICA;HN
1998824212;Acianthera johnsonii;;;NORTH_AMERICA;HN
1998830616;Acianthera angustifolia;;;NORTH_AMERICA;HN
1998831663;Acianthera sicaria;;;NORTH_AMERICA;CR
1998833136;Acianthera wilsonii;;;NORTH_AMERICA;HT
1998834039;Acianthera rubroviridis;;;NORTH_AMERICA;CU
1998837746;Acianthera alpestris;;;NORTH_AMERICA;JM
1998843766;Acianthera sigmoidea;;;NORTH_AMERICA;CR
1998844585;Acianthera costaricensis;;;NORTH_AMERICA;CR
1998844842;Acianthera trichophora;;;NORTH_AMERICA;CU
1998849762;Acianthera erinacea;;;NORTH_AMERICA;HN
1998857712;Acianthera cordatifolia;;;NORTH_AMERICA;DO
1998861926;Acianthera ellipsophylla;;;NORTH_AMERICA;PA
1998869395;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998870577;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998875274;Acianthera verecunda;;;NORTH_AMERICA;PA
1998876439;Acianthera bahorucensis;;;NORTH_AMERICA;DO
1998879234;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998886246;Acianthera violacea;;;NORTH_AMERICA;MX
1998886924;Acianthera violacea;19.40000;-97.00000;NORTH_AMERICA;MX
1998889052;Acianthera pantasmi;;;NORTH_AMERICA;CR
1998898202;Acianthera verecunda;;;NORTH_AMERICA;PA
1998903207;Acianthera cogniauxiana;;;NORTH_AMERICA;CR
1998904165;Acianthera denticulata;;;NORTH_AMERICA;CU
1998904355;Acianthera erosa;;;NORTH_AMERICA;DO
1998912700;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998913342;Acianthera angustifolia;;;NORTH_AMERICA;HN
1998924989;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998938121;Acianthera ciliata;;;NORTH_AMERICA;TT
1998952540;Acianthera pubescens;;;NORTH_AMERICA;
1998954764;Acianthera appendiculata;;;NORTH_AMERICA;DO
1998961508;Acianthera wilsonii;;;NORTH_AMERICA;HT
1998964180;Acianthera sicaria;;;NORTH_AMERICA;CR
1998970443;Acianthera appendiculata;;;NORTH_AMERICA;HT
1998972121;Acianthera wilsonii;;;NORTH_AMERICA;CU
1998972629;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998979307;Acianthera pubescens;;;NORTH_AMERICA;DO
1998987628;Acianthera hirsutula;;;NORTH_AMERICA;JM
1998989108;Acianthera erinacea;;;NORTH_AMERICA;HN
1998990313;Acianthera hintonii;;;NORTH_AMERICA;MX
1998991038;Acianthera wilsonii;;;NORTH_AMERICA;DO
1998993021;Acianthera cordatifolia;;;NORTH_AMERICA;DO
1998993066;Acianthera geminicaulina;;;NORTH_AMERICA;CR
1998996841;Acianthera erinacea;;;NORTH_AMERICA;HN
1998999337;Acianthera rubroviridis;;;NORTH_AMERICA;CU
1999000377;Acianthera quisqueyana;;;NORTH_AMERICA;DO
1999010828;Acianthera odontotepala;;;NORTH_AMERICA;JM
1999010935;Acianthera prostrata;;;NORTH_AMERICA;CU
1999012788;Acianthera obscura;;;NORTH_AMERICA;MX
1999018578;Acianthera trichophora;;;NORTH_AMERICA;CU
1999020667;Acianthera obscura;;;NORTH_AMERICA;MX
1999026472;Acianthera capillaris;;;NORTH_AMERICA;
1999029738;Acianthera denticulata;;;NORTH_AMERICA;DO
1999039452;Acianthera violacea;;;NORTH_AMERICA;MX
1999043038;Acianthera erosa;;;NORTH_AMERICA;DO
1999046140;Acianthera brunnescens;;;NORTH_AMERICA;CR
1999047997;Acianthera costaricensis;;;NORTH_AMERICA;CR
1999053910;Acianthera pubescens;;;NORTH_AMERICA;MX
1999058063;Acianthera denticulata;;;NORTH_AMERICA;DO
1999060404;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999060540;Acianthera quisqueyana;;;NORTH_AMERICA;DO
1999062540;Acianthera ciliata;;;NORTH_AMERICA;CR
1999064252;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999069426;Acianthera odontotepala;;;NORTH_AMERICA;DO
1999074167;Acianthera verecunda;;;NORTH_AMERICA;PA
1999083154;Acianthera unguicallosa;;;NORTH_AMERICA;MX
1999087175;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999090182;Acianthera erinacea;;;NORTH_AMERICA;PA
1999091522;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999092478;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999120444;Acianthera pubescens;;;NORTH_AMERICA;PA
1999122554;Acianthera ciliata;;;NORTH_AMERICA;TT
1999122890;Acianthera odontotepala;;;NORTH_AMERICA;CU
1999127203;Acianthera oscitans;;;NORTH_AMERICA;HN
1999129482;Acianthera tikalensis;;;NORTH_AMERICA;GT
1999140802;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999149622;Acianthera decipiens;;;NORTH_AMERICA;CR
1999156571;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999163519;Acianthera sicaria;;;NORTH_AMERICA;CR
1999172315;Acianthera appendiculata;;;NORTH_AMERICA;DO
1999173385;Acianthera cachensis;;;NORTH_AMERICA;CR
1999173780;Acianthera erosa;;;NORTH_AMERICA;DO
1999184708;Acianthera angustifolia;;;NORTH_AMERICA;CU
1999184752;Acianthera appendiculata;;;NORTH_AMERICA;DO
1999194271;Acianthera decipiens;;;NORTH_AMERICA;PA
1999196575;Acianthera breedlovei;;;NORTH_AMERICA;HN
1999196637;Acianthera pubescens;;;NORTH_AMERICA;DO
1999199124;Acianthera appendiculata;;;NORTH_AMERICA;DO
1999201566;Acianthera johnsonii;;;NORTH_AMERICA;HN
1999202095;Acianthera ciliata;;;NORTH_AMERICA;TT
1999203456;Acianthera eximia;15.90000;-96.50000;NORTH_AMERICA;MX
1999206727;Acianthera unguicallosa;;;NORTH_AMERICA;MX
1999212363;Acianthera pantasmi;;;NORTH_AMERICA;NI
1999228030;Acianthera johnsonii;;;NORTH_AMERICA;HN
1999234664;Acianthera odontotepala;;;NORTH_AMERICA;CU
1999242294;Acianthera hirsutula;;;NORTH_AMERICA;JM
1999252190;Acianthera crassilabia;;;NORTH_AMERICA;CR
1999255845;Acianthera ciliata;;;NORTH_AMERICA;TT
1999263265;Acianthera trichophora;;;NORTH_AMERICA;CU
1999263740;Acianthera quisqueyana;;;NORTH_AMERICA;DO
1999264706;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999276923;Acianthera trichophora;;;NORTH_AMERICA;CU
1999278122;Acianthera wilsonii;;;NORTH_AMERICA;
1999290921;Acianthera pendens;;;NORTH_AMERICA;DO
1999292885;Acianthera hirsutula;;;NORTH_AMERICA;JM
1999297905;Acianthera wilsonii;;;NORTH_AMERICA;DO
1999304839;Acianthera pacayana;;;NORTH_AMERICA;GT
1999307860;Acianthera erosa;;;NORTH_AMERICA;DO
1999310264;Acianthera odontotepala;;;NORTH_AMERICA;CU
1999319853;Acianthera obscura;;;NORTH_AMERICA;MX
1999323051;Acianthera erosa;;;NORTH_AMERICA;HT
1999325875;Acianthera angustifolia;;;NORTH_AMERICA;DO
1999331932;Acianthera johnsonii;;;NORTH_AMERICA;GT
1999344088;Acianthera cogniauxiana;;;NORTH_AMERICA;CR
1999359234;Acianthera ellipsophylla;;;NORTH_AMERICA;PA
1999360900;Acianthera quisqueyana;;;NORTH_AMERICA;DO
1999366569;Acianthera hondurensis;;;NORTH_AMERICA;HN
1999369723;Acianthera pubescens;;;NORTH_AMERICA;DO
1999369729;Acianthera eximia;15.90000;-96.50000;NORTH_AMERICA;MX
1999371926;Acianthera bahorucensis;;;NORTH_AMERICA;DO
1999372803;Acianthera cachensis;;;NORTH_AMERICA;CR
1999379149;Acianthera erinacea;;;NORTH_AMERICA;CR
1999382144;Acianthera rubroviridis;;;NORTH_AMERICA;CU
1999383381;Acianthera geminicaulina;;;NORTH_AMERICA;CR
1999388646;Acianthera trichophora;;;NORTH_AMERICA;CU
1999392734;Acianthera johnsonii;;;NORTH_AMERICA;GT
1999398178;Acianthera appendiculata;;;NORTH_AMERICA;DO
1999407246;Acianthera cogniauxiana;;;NORTH_AMERICA;CR
1999418419;Acianthera prostrata;;;NORTH_AMERICA;CU
1999419510;Acianthera erinacea;;;NORTH_AMERICA;CR
1999419604;Acianthera wilsonii;;;NORTH_AMERICA;CU
1999422986;Acianthera testifolia;;;NORTH_AMERICA;CR
1999423726;Acianthera oscitans;;;NORTH_AMERICA;HN
1999425135;Acianthera trichophora;;;NORTH_AMERICA;CU
2012880960;Acianthera compressicaulis;;;NORTH_AMERICA;HT
2012881360;Acianthera rubroviridis;;;NORTH_AMERICA;CU
2235395768;Acianthera chrysantha;19.05491;-100.01077;NORTH_AMERICA;MX
2235399771;Acianthera johnsonii;;;NORTH_AMERICA;CR
2235399871;Acianthera circumplexa;;;NORTH_AMERICA;MX
2235399915;Acianthera cogniauxiana;10.11487;-84.53559;NORTH_AMERICA;CR
2235400878;Acianthera pantasmi;10.09876;-84.31292;NORTH_AMERICA;CR
2235401158;Acianthera circumplexa;;;NORTH_AMERICA;MX
2235401649;Acianthera cogniauxiana;;;NORTH_AMERICA;PA
2235403898;Acianthera chrysantha;19.05491;-100.01077;NORTH_AMERICA;MX
2235404741;Acianthera sicaria;10.30000;-84.80000;NORTH_AMERICA;CR
2235404755;Acianthera sicaria;9.72831;-83.85527;NORTH_AMERICA;CR
2235405320;Acianthera angustifolia;;;NORTH_AMERICA;HN
2235409712;Acianthera chrysantha;19.05491;-100.01077;NORTH_AMERICA;MX
2235413987;Acianthera johnsonii;;;NORTH_AMERICA;HN
2235417653;Acianthera ciliata;;;NORTH_AMERICA;CR
2235418868;Acianthera erinacea;;;NORTH_AMERICA;PA
2235419059;Acianthera circumplexa;;;NORTH_AMERICA;MX
2235419101;Acianthera pubescens;;;NORTH_AMERICA;HN
2235420467;Acianthera pubescens;13.88864;-86.09216;NORTH_AMERICA;NI
2235422238;Acianthera angustifolia;;;NORTH_AMERICA;BZ
2235429783;Acianthera ciliata;;;NORTH_AMERICA;US
2235429969;Acianthera chrysantha;;;NORTH_AMERICA;MX
2235432110;Acianthera sicaria;;;NORTH_AMERICA;CR
2235432207;Acianthera brunnescens;;;NORTH_AMERICA;CR
2235432994;Acianthera cogniauxiana;;;NORTH_AMERICA;CR
2242394377;Acianthera crinita;39.73221;-104.96147;NORTH_AMERICA;US
2242394412;Acianthera prolifera;39.73221;-104.96147;NORTH_AMERICA;US
2242409151;Acianthera leptotifolia;39.73221;-104.96147;NORTH_AMERICA;US
2251208640;Acianthera;15.22200;-92.31200;NORTH_AMERICA;MX
2251208672;Acianthera;15.31400;-92.23900;NORTH_AMERICA;MX
2266329822;Acianthera angustifolia;;;NORTH_AMERICA;MX
2266330083;Acianthera hondurensis;;;NORTH_AMERICA;BZ
2266330196;Acianthera obscura;;;NORTH_AMERICA;MX
2266330224;Acianthera unguicallosa;;;NORTH_AMERICA;MX
2268991448;Acianthera chrysantha;;;NORTH_AMERICA;MX
2282984016;Acianthera prostrata;;;NORTH_AMERICA;CU
2282985017;Acianthera testifolia;;;NORTH_AMERICA;CU
2282987005;Acianthera trichophora;;;NORTH_AMERICA;CU
2331841983;Acianthera unguicallosa;18.68915;-110.80897;NORTH_AMERICA;MX
2416977695;Acianthera;;;NORTH_AMERICA;CR
2422949916;Acianthera breedlovei;16.74504;-93.31702;NORTH_AMERICA;MX
2423078322;Acianthera circumplexa;17.13203;-93.16095;NORTH_AMERICA;MX
2430640054;Acianthera fecunda;9.87472;-83.59333;NORTH_AMERICA;CR
2445125147;Acianthera hintonii;17.18244;-97.84268;NORTH_AMERICA;MX
2447992365;Acianthera chrysantha;16.54083;-97.07333;NORTH_AMERICA;MX
2451313505;Acianthera prostrata;;;NORTH_AMERICA;CU
2451316777;Acianthera odontotepala;;;NORTH_AMERICA;CU
2451324507;Acianthera denticulata;;;NORTH_AMERICA;CU
2451324508;Acianthera murex;;;NORTH_AMERICA;CU
2464718866;Acianthera johnsonii;10.08333;-83.51667;NORTH_AMERICA;CR
2464726920;Acianthera greenwoodii;17.00000;-96.23333;NORTH_AMERICA;MX
2464727072;Acianthera angustisepala;;;NORTH_AMERICA;GT
2464727378;Acianthera violacea;;;NORTH_AMERICA;MX
2464727424;Acianthera majakoluckae;;;NORTH_AMERICA;MX
2464727548;Acianthera unguicallosa;;;NORTH_AMERICA;MX
2464727585;Acianthera johnsonii;;;NORTH_AMERICA;GT
2465022061;Acianthera pantasmi;;;NORTH_AMERICA;CR
2479175150;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479175208;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479175209;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479175462;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479175536;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479175549;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479175582;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479175835;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479175917;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479175999;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479176313;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479176315;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479176553;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479176623;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479176984;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479177015;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479177141;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479177201;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479177306;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479177324;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479177504;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479178601;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479178732;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479178852;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479178911;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479179036;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479179191;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479179518;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479206437;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479206967;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479207349;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479207949;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479209612;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479210420;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479210432;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479210539;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479233707;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479233790;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479234706;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479234775;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479237925;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479238714;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479238795;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479238862;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479240760;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479247651;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479247990;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479247993;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479248235;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479248283;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479248508;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479248598;Acianthera angustifolia;16.04548;-61.71904;NORTH_AMERICA;GP
2479251875;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479251966;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479252128;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479252226;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479252227;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479252489;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479254844;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479254935;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479255076;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479255384;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479255464;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479255987;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479256024;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479256157;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479256322;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479256378;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479257770;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479257972;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479257973;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479258114;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479258265;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479258269;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479258319;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479258541;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479274623;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479274877;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479274878;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479275604;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479275657;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479276464;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479279727;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
2479279799;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479279800;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479280585;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479280632;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479280926;Acianthera angustifolia;16.08682;-61.72619;NORTH_AMERICA;GP
2479282621;Acianthera angustifolia;16.14378;-61.75420;NORTH_AMERICA;GP
