species,countryCode,Longitude,Latitude,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species2,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode2,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
Acianthera herzogii,AR,"-64,93","-22,33",417028138,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera herzogii,,SPECIES,Pleurothallis aurantiolateritia Speg.,Pleurothallis aurantio-lateritia Speg.,,AR,"Parque Nacional Baritú, Río Lipeo",Salta,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-22.33,-64.93,,,,,,,,,,,2839503,2839823,PRESERVED_SPECIMEN,SI,HERB,178541,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.072Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera herzogii,AR,"-65,8","-23,92",417028139,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera herzogii,,SPECIES,Pleurothallis aurantiolateritia Speg.,Pleurothallis aurantio-lateritia Speg.,,AR,"Parque Nacional Calilegua, Arroyo Negrito",Jujuy,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-23.92,-65.8,,,,,,,,,,,2839503,2839823,PRESERVED_SPECIMEN,SI,HERB,173952,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:09.994Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera sonderiana,AR,"-53,9","-26,48",417028158,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera sonderiana,,SPECIES,Pleurothallis sonderiana Rchb.f.,Pleurothallis sonderana Rchb. f.,,AR,"Tobuna, Salto Arroyo Alegría",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.48,-53.9,,,,,,,,,,,2839954,2839953,PRESERVED_SPECIMEN,BAB,HERB,20437,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.055Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera pubescens,AR,"-54,47","-25,68",417028162,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pubescens,,SPECIES,Pleurothallis pubescens Lindl.,Pleurothallis pubescens,,AR,"Parque Nacional Iguazú, Ruta Nac. 101, entrada a Cataratas, picada junto a la entrada",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.68,-54.47,,,,,,,,,,,2839731,2839728,PRESERVED_SPECIMEN,SI,HERB,3313,,"Sánchez, M. I.",,CC_BY_4_0,,"Zuloaga, F. O.",,,2025-02-16T04:42:10.055Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera recurva,AR,"-54,41","-25,88",417028163,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera recurva,,SPECIES,Pleurothallis recurva Lindl.,Pleurothallis recurva Lindl.,,AR,"Parque Nacional Iguazú, Arroyo Mbocay",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839881,2839869,PRESERVED_SPECIMEN,SI,HERB,202955,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.123Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera pubescens,AR,"-55,53","-27,32",417028164,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pubescens,,SPECIES,Pleurothallis riograndensis Barb.Rodr.,Pleurothallis riograndensis Barb. Rodr.,,AR,Loreto,Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-27.32,-55.53,,,,,,,,,,,7320885,2839728,PRESERVED_SPECIMEN,SI,HERB,13048,,-,,CC_BY_4_0,,"Burkart, A.",,,2025-02-16T04:42:10.119Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera saundersiana,AR,"-54,41","-25,88",417028165,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera saundersiana,,SPECIES,Pleurothallis saundersiana Rchb.f.,Pleurothallis saundersiana Rchb. f.,,AR,"Parque Nacional Iguazú, Sendero Yacaratiá Chico",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839964,2839963,PRESERVED_SPECIMEN,SI,HERB,202984,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.072Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera recurva,AR,"-54,21","-26,92",417028171,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera recurva,microphylla,VARIETY,Pleurothallis recurva var. microphylla (Barb.Rodr.) Garay,Pleurothallis recurva Lindl. var. microphylla (Barb. Rodr.) Garay,,AR,Predio Guaraní. Picada al ayo. Soberbio,Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.92,-54.21,,,,,,,,,,,2839876,2839869,PRESERVED_SPECIMEN,CTES,HERB,88148,,"Schinini, A.",,CC_BY_4_0,,"Tressens, S. G.",,,2025-02-16T04:42:10.055Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera sonderiana,AR,"-53,9","-26,48",417028172,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera sonderiana,,SPECIES,Pleurothallis sonderiana Rchb.f.,Pleurothallis sonderana Rchb. f.,,AR,"Tobuna, Salto Arroyo Alegría",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.48,-53.9,,,,,,,,,,,2839954,2839953,PRESERVED_SPECIMEN,CTES,HERB,178317,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.123Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera sonderiana,AR,"-53,98",-26,417028176,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera sonderiana,,SPECIES,Pleurothallis sonderiana Rchb.f.,Pleurothallis sonderana Rchb. f.,,AR,"RN 14, Piñalito.",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26,-53.98,,,,,,,,,,,2839954,2839953,PRESERVED_SPECIMEN,BAB,HERB,122252,,"Sánchez, M. I.",,CC_BY_4_0,,"Correa, M. N.",,,2025-02-16T04:42:10.055Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera luteola,AR,"-53,96","-26,64",417028232,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera luteola,,SPECIES,Pleurothallis luteola Lindl.,Pleurothallis luteola Lindl.,,AR,El Piñalito,Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.64,-53.96,,,,,,,,,,,2839541,2839540,PRESERVED_SPECIMEN,CTES,HERB,174999,,"Correa, M. N.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.072Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera macuconensis,AR,"-54,41","-25,88",417028243,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera macuconensis,,SPECIES,Pleurothallis macuconensis Barb.Rodr.,Pleurothallis macuconensis Barb. Rodr.,,AR,"Parque Nacional Iguazú, Area Cataratas, camino a Puerto Canoas",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839418,2839415,PRESERVED_SPECIMEN,CTES,HERB,35229,,-,,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.056Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera recurva,AR,"-54,41","-25,88",417028245,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera recurva,,SPECIES,Pleurothallis recurva Lindl.,Pleurothallis recurva Lindl.,,AR,"Parque Nacional Iguazú, Arroyo Mbocay",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839881,2839869,PRESERVED_SPECIMEN,CTES,HERB,35232,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.120Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera saundersiana,AR,"-54,41","-25,88",417028246,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera saundersiana,,SPECIES,Pleurothallis saundersiana Rchb.f.,Pleurothallis saundersiana Rchb. f.,,AR,"Parque Nacional Iguazú, Sendero Yacaratiá Chico",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839964,2839963,PRESERVED_SPECIMEN,CTES,HERB,35253,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.072Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera macuconensis,AR,"-54,41","-25,88",417028247,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera macuconensis,,SPECIES,Pleurothallis macuconensis Barb.Rodr.,Pleurothallis macuconensis Barb. Rodr.,,AR,"Parque Nacional Iguazú, Area Cataratas, camino a Puerto Canoas",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839418,2839415,PRESERVED_SPECIMEN,BAB,HERB,35230,,-,,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:09.994Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera muscosa,AR,"-54,41","-25,88",417028248,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera muscosa,,SPECIES,Pleurothallis muscosa Barb.Rodr.,Pleurothallis muscosa Barb. Rodr.,,AR,"Paraje Tirica, Arroyo Urugua-í",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839471,2839466,PRESERVED_SPECIMEN,BAB,HERB,12837,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.056Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera recurva,AR,"-54,41","-25,88",417028250,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera recurva,,SPECIES,Pleurothallis recurva Lindl.,Pleurothallis recurva Lindl.,,AR,"Parque Nacional Iguazú, Arroyo Mbocay",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839881,2839869,PRESERVED_SPECIMEN,BAB,HERB,35231,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.072Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera pubescens,AR,"-53,98",-26,417028252,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pubescens,,SPECIES,Pleurothallis riograndensis Barb.Rodr.,Pleurothallis riograndensis Barb. Rodr.,,AR,"Deseado, Refugio de vida silvestre Caa Porá",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26,-53.98,,,,,,,,,,,7320885,2839728,PRESERVED_SPECIMEN,BAB,HERB,20431,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.056Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera pubescens,AR,"-54,43","-25,7",417028256,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pubescens,,SPECIES,Pleurothallis riograndensis Barb.Rodr.,Pleurothallis riograndensis Barb. Rodr.,,AR,"Parque Nac. Iguazú, pasarelas inferiores",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.7,-54.43,,,,,,,,,,,7320885,2839728,PRESERVED_SPECIMEN,SI,HERB,1615,,"Johnson, A. E.",,CC_BY_4_0,,"Morrone, O.",,,2025-02-16T04:42:09.994Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera sonderiana,AR,"-53,9","-26,48",417028257,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera sonderiana,,SPECIES,Pleurothallis sonderiana Rchb.f.,Pleurothallis sonderana Rchb. f.,,AR,"Tobuna, Salto Arroyo Alegría",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.48,-53.9,,,,,,,,,,,2839954,2839953,PRESERVED_SPECIMEN,SI,HERB,202953,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.056Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera sonderiana,AR,"-53,82","-26,42",417028258,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera sonderiana,,SPECIES,Pleurothallis sonderiana Rchb.f.,Pleurothallis sonderana Rchb. f.,,AR,"Parque Provincial Piñalito, sendero junto a un bajo inundable",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.42,-53.82,,,,,,,,,,,2839954,2839953,PRESERVED_SPECIMEN,SI,HERB,15187,,"Sánchez, M. I.",,CC_BY_4_0,,"Deginani, N. B.",,,2025-02-16T04:42:10.123Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera luteola,AR,"-53,96","-26,64",417028307,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera luteola,,SPECIES,Pleurothallis luteola Lindl.,Pleurothallis luteola Lindl.,,AR,Pie Esmeralda,Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.64,-53.96,,,,,,,,,,,2839541,2839540,PRESERVED_SPECIMEN,SI,HERB,202939,,"Johnson, A. E.",,CC_BY_4_0,,"Caneva, N.",,,2025-02-16T04:42:10.124Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera muscosa,AR,"-54,41","-25,88",417028308,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera muscosa,,SPECIES,Pleurothallis muscosa Barb.Rodr.,Pleurothallis muscosa Barb. Rodr.,,AR,"Parque Nacional Iguazú, Area entre camino accceso Cataratas y Sección Timbó",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839471,2839466,PRESERVED_SPECIMEN,SI,HERB,202952,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.120Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera pubescens,AR,"-54,41","-25,88",417028310,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pubescens,,SPECIES,Pleurothallis pubescens Lindl.,Pleurothallis pubescens Lindl.,,AR,"Area Cataratas, Is. Paseos Sup.",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839731,2839728,PRESERVED_SPECIMEN,SI,HERB,202976,,-,,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.056Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera pubescens,AR,"-53,98",-26,417028311,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pubescens,,SPECIES,Pleurothallis pubescens Lindl.,Pleurothallis pubescens Lindl.,,AR,"Deseado, Refugio Caá Porá",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26,-53.98,,,,,,,,,,,2839731,2839728,PRESERVED_SPECIMEN,SI,HERB,202975,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.124Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera recurva,AR,"-53,96","-26,64",417028312,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera recurva,,SPECIES,Pleurothallis recurva Lindl.,Pleurothallis recurva Lindl.,,AR,Parque Provincial Moconá,Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.64,-53.96,,,,,,,,,,,2839881,2839869,PRESERVED_SPECIMEN,SI,HERB,202954,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.120Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera recurva,AR,"-54,41","-25,88",417028313,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera recurva,,SPECIES,Pleurothallis recurva Lindl.,Pleurothallis recurva Lindl.,,AR,"Paraje Tirica, arroyo Urugua-í",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839881,2839869,PRESERVED_SPECIMEN,SI,HERB,202956,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.073Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera recurva,AR,"-54,81","-27,11",417028314,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera recurva,,SPECIES,Pleurothallis recurva Lindl.,Pleurothallis recurva Lindl.,,AR,Salto Encantado Provincial Park,Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-27.11,-54.81,,,,,,,,,,,2839881,2839869,PRESERVED_SPECIMEN,SI,HERB,202957,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:09.995Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera sonderiana,AR,"-53,96","-26,64",417028316,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera sonderiana,,SPECIES,Pleurothallis sonderiana Rchb.f.,Pleurothallis sonderana Rchb. f. var. sonderana -,,AR,El Piñalito,Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.64,-53.96,,,,,,,,,,,2839954,2839953,PRESERVED_SPECIMEN,SI,HERB,202986,,"Correa, M. N.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.124Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera luteola,AR,"-53,96","-26,64",417028333,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera luteola,,SPECIES,Pleurothallis luteola Lindl.,Pleurothallis luteola Lindl.,,AR,El Piñalito,Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-26.64,-53.96,,,,,,,,,,,2839541,2839540,PRESERVED_SPECIMEN,SI,HERB,202941,,"Correa, M. N.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.056Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera muscosa,AR,"-54,41","-25,88",417028336,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera muscosa,,SPECIES,Pleurothallis muscosa Barb.Rodr.,Pleurothallis muscosa Barb. Rodr.,,AR,"Parque Nacional Iguazú, Camino a Secc. Timbó",Misiones,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-25.88,-54.41,,,,,,,,,,,2839471,2839466,PRESERVED_SPECIMEN,SI,HERB,173957,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.073Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
Acianthera pectinata,AR,"-64,93","-22,33",417028340,f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,Acianthera pectinata,,SPECIES,Pleurothallis pectinata Lindl.,Pleurothallis pectinata Lindl.,,AR,"Parque Nacional Baritú, Río Lipeo, Arroyo Los Naranjos",Salta,PRESENT,,b6f05cf0-43ce-11d9-8439-b8a03c50a862,-22.33,-64.93,,,,,,,,,,,2840039,2840037,PRESERVED_SPECIMEN,SI,HERB,173954,,"Johnson, A. E.",,CC_BY_4_0,,"Johnson, A. E.",,,2025-02-16T04:42:10.073Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
